,Consumo,Motor_CC,Potencia,Descuento,Precio_cat,Ciudad_B,Ciudad_C,Ciudad_D,Ciudad_E,Ciudad_F,Ciudad_G,Ciudad_H,Ciudad_I,Ciudad_J,Ciudad_K,Ciudad_L,Tipo_marchas_Automatic,Tipo_marchas_Manual
1114,23.9,1582.0,126.2,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1115,23.59,1364.0,67.06,9.55,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1116,18.6,1197.0,81.83,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1117,19.3,1248.0,73.9,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1118,19.1,1197.0,85.8,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1119,17.05,1995.0,184.0,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
1120,14.3,1598.0,103.52,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1121,18.7,1199.0,88.7,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1123,19.2,1197.0,80.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1124,21.38,1396.0,88.7,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1125,19.0,1199.0,88.7,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1126,16.36,2179.0,187.7,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1127,17.9,2143.0,170.0,64.14,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1128,16.55,1968.0,140.0,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,1,0
1129,15.3,2956.0,83.8,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1130,14.28,1798.0,138.03,19.39,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1131,17.0,1497.0,118.0,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1132,26.21,1248.0,88.5,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1133,21.9,624.0,37.48,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1134,23.1,998.0,67.04,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1135,17.01,1591.0,121.3,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1136,0.0,1086.0,62.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1137,25.8,1498.0,98.6,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1138,11.36,2755.0,171.5,20.74,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1139,13.0,2982.0,168.5,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1140,14.74,2993.0,270.9,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1141,18.88,1995.0,184.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1142,18.0,1198.0,86.7,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1143,15.4,2179.0,120.0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1144,16.1,1950.0,194.0,71.15,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1145,13.0,2987.0,265.0,0.0,5.0,0,0,0,0,0,1,0,0,0,0,0,1,0
1146,14.84,2143.0,170.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1147,16.47,1198.0,73.9,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1148,18.2,1248.0,73.8,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1149,24.3,1248.0,88.5,11.2,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1150,18.5,1197.0,82.85,0.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1153,19.15,1198.0,75.94,8.73,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0
1154,21.72,1498.0,108.4,15.34,4.0,0,0,0,0,0,0,0,1,0,0,0,1,0
1155,17.43,1396.0,105.5,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1156,32.26,998.0,58.2,4.66,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1157,16.55,2498.0,105.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1158,16.95,1498.0,97.6,8.55,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1159,10.1,2354.0,152.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0
1160,14.0,2498.0,112.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1161,19.01,1461.0,108.5,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1162,14.66,2199.0,194.3,0.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1163,11.5,1991.0,147.9,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1164,16.95,1197.0,78.9,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1165,17.0,1591.0,121.3,13.49,4.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1166,18.9,1197.0,82.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1167,17.0,1198.0,73.75,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1168,19.2,1086.0,68.05,0.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1169,12.8,2953.0,156.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1170,11.18,2696.0,184.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1171,10.1,2354.0,152.0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1172,17.0,1497.0,118.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1173,13.22,2967.0,241.4,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1175,20.77,1248.0,88.8,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1176,12.8,2494.0,102.0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1177,22.9,1248.0,74.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1
1179,23.5,1396.0,88.7,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1180,13.5,1799.0,130.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1
1181,16.55,1968.0,140.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,1,0
1182,25.17,799.0,53.3,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1184,20.36,1197.0,78.9,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1185,15.3,1596.0,101.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1186,25.32,1198.0,77.0,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1187,20.4,1197.0,81.8,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1188,14.16,1968.0,174.3,0.0,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1189,27.39,1248.0,74.0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1190,10.91,3198.0,197.2,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1192,23.59,1364.0,67.06,8.82,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1194,16.8,1497.0,116.3,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1195,22.0,1582.0,126.2,15.72,3.0,0,0,0,0,0,0,0,0,0,0,1,1,0
1196,19.7,796.0,46.3,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1197,18.5,1197.0,85.8,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1198,17.0,1197.0,80.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1199,12.07,2967.0,241.4,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0
1201,12.6,1950.0,191.34,86.97,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1203,17.4,1497.0,117.3,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1205,20.45,1461.0,83.8,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1206,12.05,2979.0,320.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1207,22.74,796.0,47.3,0.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1209,24.4,1120.0,71.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1210,22.0,814.0,55.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1
1211,20.77,1248.0,88.76,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1212,17.0,1497.0,118.0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1213,18.6,1197.0,81.83,0.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1214,18.88,999.0,123.24,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1216,16.47,1198.0,73.9,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1217,19.64,1461.0,108.5,16.65,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1218,15.17,1968.0,181.0,48.64,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
1219,16.47,1198.0,74.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1220,18.9,998.0,67.1,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1221,14.84,2143.0,170.0,0.0,4.0,0,0,0,0,0,0,0,1,0,0,0,1,0
1222,22.32,1582.0,126.32,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1223,17.9,2143.0,201.15,78.76,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1224,15.2,1968.0,140.8,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1226,22.7,1582.0,126.24,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1227,20.51,998.0,67.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0
1229,22.95,1248.0,74.0,7.97,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1230,18.6,1197.0,81.86,8.03,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1232,17.01,1591.0,121.3,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1233,15.5,1586.0,103.3,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1234,19.33,1968.0,138.03,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1235,15.1,2179.0,140.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,1
1236,21.4,1197.0,83.1,9.04,3.0,0,0,0,0,0,0,0,1,0,0,0,1,0
1237,12.99,2494.0,100.6,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1238,22.9,1248.0,74.0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1239,25.1,1248.0,88.5,12.53,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1240,19.3,1248.0,73.9,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1242,11.0,2993.0,235.0,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
1243,12.05,1995.0,154.0,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0
1244,15.8,2148.0,170.0,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1245,25.0,1396.0,69.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1246,26.59,1248.0,74.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1247,24.4,1120.0,71.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1248,16.36,2179.0,187.7,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1249,16.5,1198.0,86.8,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1250,16.36,2179.0,187.7,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1252,22.69,1995.0,190.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1253,20.77,1248.0,88.76,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1254,22.54,1582.0,126.2,20.87,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1255,12.3,1796.0,185.0,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,1,0
1256,26.59,1248.0,74.0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1257,16.8,1497.0,118.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1258,15.4,1193.0,65.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1259,12.55,2982.0,168.5,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
1260,23.2,1248.0,73.94,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1262,11.74,2987.0,254.8,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0
1263,12.05,2179.0,120.0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1264,18.16,1196.0,86.8,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1265,20.77,1248.0,88.8,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1266,25.47,1248.0,88.5,11.75,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1267,18.9,998.0,67.1,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1268,23.59,1364.0,67.04,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1269,15.96,2523.0,62.1,11.28,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1270,16.07,1995.0,181.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1271,18.9,1197.0,81.86,7.98,3.0,0,0,0,0,0,0,0,0,0,1,0,1,0
1272,17.92,1086.0,62.1,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1273,23.1,998.0,67.04,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0
1274,20.45,1461.0,83.8,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1275,19.81,1086.0,68.05,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1276,21.5,1497.0,108.5,12.22,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1277,18.0,1497.0,117.3,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1278,18.4,1198.0,86.8,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1279,22.7,1498.0,89.84,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1280,16.02,1373.0,93.7,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1281,12.05,2179.0,120.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1282,15.26,2143.0,203.2,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1283,21.9,1396.0,88.76,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1284,20.36,1197.0,78.9,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1285,21.1,814.0,55.2,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1286,20.36,1197.0,78.9,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1287,11.36,2755.0,171.5,28.05,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1288,20.36,1197.0,78.9,0.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1289,10.91,3198.0,197.0,0.0,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1290,14.28,1798.0,138.03,23.25,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
1291,18.6,1197.0,81.83,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1292,19.83,1198.0,67.0,6.45,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1293,31.79,998.0,58.33,5.87,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1294,18.5,1197.0,85.8,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1295,22.07,1199.0,73.9,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1296,16.8,1395.0,138.02,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1297,18.0,1198.0,86.7,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1298,18.6,1197.0,81.83,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1299,10.2,2354.0,180.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1300,18.9,1197.0,81.86,6.32,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1302,16.1,1197.0,85.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1303,12.39,2179.0,147.51,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
1304,16.55,1968.0,147.51,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,1,0
1305,17.9,2143.0,136.0,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
1308,25.44,936.0,57.6,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1309,12.55,2982.0,168.5,0.0,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1310,16.38,1995.0,183.0,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1312,12.05,1995.0,154.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1313,18.9,1197.0,82.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1314,17.4,1497.0,117.3,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1316,11.7,2354.0,177.6,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1317,26.0,1498.0,98.6,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1318,20.0,1399.0,68.05,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1319,19.4,1198.0,86.8,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1320,18.9,1197.0,82.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1321,18.5,1197.0,80.0,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1322,21.43,1364.0,138.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1324,18.9,1197.0,81.86,7.98,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1325,16.47,1198.0,74.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1326,17.0,1497.0,118.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1327,26.59,1248.0,74.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1328,24.2,1498.0,98.6,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1329,22.54,1396.0,88.73,0.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,1
1331,25.2,1248.0,74.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1332,17.68,1968.0,174.33,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
1333,18.88,1995.0,184.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1334,16.07,1995.0,181.0,0.0,5.0,0,0,0,0,0,0,0,1,0,0,0,1,0
1335,18.6,1197.0,81.86,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1336,11.36,2755.0,171.5,20.74,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1337,20.36,1197.0,78.9,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1338,20.73,1373.0,91.1,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1339,21.38,1396.0,88.7,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1340,14.8,1998.0,68.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1342,25.0,1396.0,69.01,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1343,17.01,1582.0,126.2,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1344,27.39,1248.0,74.0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1345,18.6,1197.0,81.83,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1346,12.8,2494.0,102.0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1347,17.54,2993.0,313.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1348,16.77,2993.0,261.49,1.66,5.0,0,0,0,0,0,0,0,1,0,0,0,1,0
1349,19.81,1086.0,68.05,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1350,17.0,1497.0,118.0,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1351,20.4,1197.0,81.8,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1352,17.97,1498.0,99.6,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1354,21.5,1498.0,108.5,15.68,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0
1355,21.5,1197.0,81.8,5.71,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1356,12.55,2982.0,168.5,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
1358,13.0,2982.0,168.5,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1360,19.1,1197.0,85.8,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1361,17.0,1497.0,118.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1363,20.0,1399.0,68.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1364,19.4,1198.0,86.8,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1365,17.84,1395.0,147.51,47.16,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1366,11.33,4134.0,335.2,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
1367,22.9,1248.0,74.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1368,23.59,1364.0,67.04,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
1369,13.0,2987.0,210.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1370,22.7,1498.0,89.84,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1373,14.4,1598.0,103.6,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1374,19.16,2494.0,158.2,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
1375,22.9,1248.0,74.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1376,20.77,1248.0,88.76,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1377,22.0,1197.0,81.8,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1378,11.05,2894.0,444.0,1.28,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1379,17.68,1968.0,174.33,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1380,18.56,1995.0,190.0,64.76,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1381,25.8,1498.0,98.6,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1382,16.36,2179.0,187.7,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1383,15.1,2179.0,140.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1384,18.2,1199.0,82.4,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1386,16.47,1198.0,74.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1387,18.0,1497.0,117.3,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1388,15.04,1598.0,103.2,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1389,13.01,2199.0,194.3,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1390,0.0,2987.0,165.0,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0
1391,20.51,998.0,67.04,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1392,25.8,1498.0,98.6,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1393,28.4,1248.0,74.0,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1394,22.32,1582.0,126.32,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0
1395,23.84,1199.0,84.0,5.45,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1396,11.57,2179.0,138.1,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1397,13.5,2987.0,282.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1398,15.2,1968.0,140.8,0.0,4.0,0,0,0,0,0,0,0,1,0,0,0,1,0
1399,16.0,2179.0,140.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1400,12.55,2982.0,168.5,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1401,19.81,1086.0,68.05,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1402,17.0,1497.0,118.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1403,17.11,1968.0,174.33,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1404,21.21,1498.0,103.2,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0
1405,16.4,1497.0,78.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,1,0
1407,19.1,1197.0,85.8,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1408,14.16,1968.0,174.3,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
1409,26.0,1498.0,98.6,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
1410,21.4,1197.0,83.1,8.71,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
1411,26.59,1248.0,74.0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1412,23.08,1461.0,63.1,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1413,16.95,1498.0,97.6,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1414,22.1,1586.0,85.7,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1415,17.68,1968.0,174.33,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
1416,16.5,1198.0,86.8,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0
1417,22.9,1248.0,74.0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1418,20.73,1373.0,91.1,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1419,25.8,1498.0,98.6,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
1420,11.5,2982.0,171.0,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1
1421,16.51,1586.0,103.2,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1422,19.01,1461.0,108.45,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
1423,21.1,1197.0,85.8,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1424,25.83,1498.0,99.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
1425,17.01,1591.0,121.3,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
